UBIGEO,DEP,PROV,DIST,CODCP,NOMCP,MNOMCP,CAPITAL,CON_IE,NIVEL,CPINEI,CPINEI2,CPINEI_BKP,FUENTE_G,Z,XGD,YGD,Y_X_COORD
020201,ANCASH,AIJA,AIJA,212140,Huayhuash,HUAYHUASH,0,0,,,,,IGN,4127,-77.55755353000,-9.76852053000,-9.76852052999993-77.55755353
020202,ANCASH,AIJA,CORIS,228058,Ultush,ULTUSH,0,1,G,0202020039,,0202020039,MED-GPS,3669,-77.71623187000,-9.77335395000,-9.77335394999994-77.7162318699999
101107,HUANUCO,YAROWILCA,PAMPAMARCA,547585,Paqui Maccha,PAQUI MACCHA,0,0,,,,,IGN,3688,-76.73028014000,-9.76836977000,-9.76836976999994-76.7302801399999
100322,HUANUCO,DOS DE MAYO,SILLAPATA,131144,Huamanmarca,HUAMANMARCA,0,0,,1003220034,,1003220034,IGN,3410,-76.79431777000,-9.76827027000,-9.76827026999996-76.79431777
020201,ANCASH,AIJA,AIJA,227323,Pachona,PACHONA,0,0,,,,,IGN,3384,-77.61813340000,-9.76822465000,-9.76822464999998-77.6181334
100317,HUANUCO,DOS DE MAYO,RIPAN,131177,Santa Rosa,SANTA ROSA,0,1,GP,1003170008,,1003170008,MED-GPS,3818,-76.84994617000,-9.76817839000,-9.76817838999995-76.84994617
020104,ANCASH,HUARAZ,HUANCHAY,615914,Llayapampa (Llaya),LLAYAPAMPA (LLAYA),0,0,,0201040061,,0201040061,INEI,2922,-77.81779000000,-9.76377666700,-9.76377666699995-77.8177899999999
100313,HUANUCO,DOS DE MAYO,PACHAS,612205,Quita,QUITA,0,0,,1003130155,,1003130155,INEI,4018,-76.87788000000,-9.77467166700,-9.77467166699995-76.8778799999999
020801,ANCASH,CASMA,CASMA,126853,Playa Grande,PLAYA GRANDE,0,0,,0208010043,,0208010043,IGN,71,-78.23536977000,-9.76787715000,-9.76787714999995-78.23536977
100313,HUANUCO,DOS DE MAYO,PACHAS,540658,Shapio,SHAPIO,0,0,,,,,IGN,4011,-76.88068064000,-9.76785240000,-9.76785239999998-76.88068064
100313,HUANUCO,DOS DE MAYO,PACHAS,513306,Hucho Pinta,HUCHO PINTA,0,0,,,,,IGN,4211,-76.86575665000,-9.76783852000,-9.76783851999994-76.86575665
100104,HUANUCO,HUANUCO,CHURUBAMBA,124621,Campanioc,CAMPANIOC,0,0,,1001040039,,1001040039,IGN,3082,-76.16927715000,-9.76780665000,-9.76780664999995-76.16927715
100313,HUANUCO,DOS DE MAYO,PACHAS,232855,Jatun Tararhua,JATUN TARARHUA,0,0,,,,,IGN,4151,-76.86963202000,-9.76769989000,-9.76769988999996-76.86963202
100322,HUANUCO,DOS DE MAYO,SILLAPATA,542707,Sinculo Pampa,SINCULO PAMPA,0,0,,1003220015,,1003220015,IGN,3438,-76.76897953000,-9.76763527000,-9.76763526999997-76.76897953
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,216668,Huari Pata,HUARI PATA,0,0,,1001090095,,1001090095,IGN,3845,-76.41172801000,-9.76762127000,-9.76762126999995-76.4117280099999
101106,HUANUCO,YAROWILCA,OBAS,536731,Yarush Pampa,YARUSH PAMPA,0,0,,1011060016,,1011060016,IGN,3716,-76.67966028000,-9.76743327000,-9.76743326999997-76.67966028
020201,ANCASH,AIJA,AIJA,538665,Chinchuran,CHINCHURAN,0,0,,0202010012,,0202010012,IGN,3740,-77.59843252000,-9.76723727000,-9.76723726999995-77.59843252
100322,HUANUCO,DOS DE MAYO,SILLAPATA,512979,Pachacannani,PACHACANNANI,0,0,,1003220032,,1003220032,IGN,3538,-76.78287227000,-9.76704440000,-9.76704439999997-76.78287227
100321,HUANUCO,DOS DE MAYO,SHUNQUI,512086,Parashapatac,PARASHAPATAC,0,1,I,,,,IGN,3731,-76.82277590000,-9.76695515000,-9.76695514999994-76.8227759
021702,ANCASH,RECUAY,CATAC,221820,Pampacancha,PAMPACANCHA,0,0,,0217020006,,0217020006,IGN,3937,-77.35094388000,-9.76686877000,-9.76686876999997-77.35094388
100313,HUANUCO,DOS DE MAYO,PACHAS,618821,Mezapata Chica,MEZAPATA CHICA,0,0,,1003130152,,1003130152,INEI,3798,-76.88901166700,-9.77101666700,-9.77101666699997-76.889011667
100321,HUANUCO,DOS DE MAYO,SHUNQUI,243243,Huillca Puquio,HUILLCA PUQUIO,0,0,,1003210040,,1003210040,IGN,3735,-76.81854178000,-9.76638978000,-9.76638977999994-76.81854178
100313,HUANUCO,DOS DE MAYO,PACHAS,531600,Huaytapata,HUAYTAPATA,0,0,,,,,IGN,4191,-76.89988178000,-9.76637390000,-9.76637389999996-76.89988178
100317,HUANUCO,DOS DE MAYO,RIPAN,236610,Divisoria,DIVISORIA,0,1,GP,1003170006,,1003170006,MED-GPS,3805,-76.84161972000,-9.76630430000,-9.76630429999994-76.84161972
020202,ANCASH,AIJA,CORIS,216697,Rauro,RAURO,0,0,,,,,IGN,3655,-77.72159715000,-9.76622728000,-9.76622727999995-77.72159715
101101,HUANUCO,YAROWILCA,CHAVINILLO,610856,Pampa Florida,PAMPA FLORIDA,0,0,,1011010002,,1011010002,INEI,3969,-76.55673833300,-9.78114833300,-9.78114833299998-76.5567383329999
020202,ANCASH,AIJA,CORIS,528996,Almizcle,ALMIZCLE,0,1,GIPS,0202020017,,0202020017,MED-GPS,3785,-77.72163557000,-9.75975189000,-9.75975188999996-77.72163557
100103,HUANUCO,HUANUCO,CHINCHAO,525060,Huaguin,HUAGUIN,0,1,IP,1001030098,,1001030098,MED-GPS,2530,-76.08687710000,-9.74311706000,-9.74311705999997-76.0868771
020202,ANCASH,AIJA,CORIS,520521,Tincururi,TINCURURI,0,0,,0202020003,,0202020003,IGN,3961,-77.71663653000,-9.74311502000,-9.74311501999995-77.71663653
020204,ANCASH,AIJA,LA MERCED,520759,Cochupampa / Cocha Pampa,COCHUPAMPA / COCHA PAMPA,0,0,,0202040053,,0202040053,IGN,3443,-77.61258390000,-9.74304327000,-9.74304326999993-77.6125838999999
100323,HUANUCO,DOS DE MAYO,YANAS,525334,Rambrash Ragra,RAMBRASH RAGRA,0,0,,1003230041,,1003230041,IGN,3420,-76.74018951000,-9.74285077000,-9.74285076999996-76.7401895099999
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,521837,Nueva Esmeralda,NUEVA ESMERALDA,0,0,,1009020025,,1009020025,IGN,379,-75.44258927000,-9.74282740000,-9.74282739999995-75.44258927
100322,HUANUCO,DOS DE MAYO,SILLAPATA,534726,Huaylapata,HUAYLAPATA,0,0,,1003220007,,1003220007,IGN,3283,-76.76529364000,-9.74276241000,-9.74276240999995-76.76529364
101104,HUANUCO,YAROWILCA,APARICIO POMARES,112821,Parashapampa,PARASHAPAMPA,0,1,IP,1011040053,,1011040053,IGN,3713,-76.60083753000,-9.74264653000,-9.74264652999995-76.60083753
250203,UCAYALI,ATALAYA,TAHUANIA,250355,Tres unidos,TRES UNIDOS,0,0,,,,,PPD 250000,161,-74.17278303000,-9.74262253000,-9.74262252999995-74.1727830299999
100103,HUANUCO,HUANUCO,CHINCHAO,521613,Gahuincho,GAHUINCHO,0,0,,1001030088,,1001030088,IGN,3012,-76.06347528000,-9.74258640000,-9.74258639999994-76.06347528
100321,HUANUCO,DOS DE MAYO,SHUNQUI,522058,Piruro,PIRURO,0,0,,,,,IGN,3469,-76.79062865000,-9.74257865000,-9.74257864999993-76.79062865
101107,HUANUCO,YAROWILCA,PAMPAMARCA,546277,Urcush,URCUSH,0,0,,1011070032,,1011070032,IGN,3846,-76.67765852000,-9.74257715000,-9.74257714999993-76.67765852
020104,ANCASH,HUARAZ,HUANCHAY,125851,Raypa Alta,RAYPA ALTA,0,1,G,0201040045,,0201040045,MED-GPS,1498,-77.86871857000,-9.74237180000,-9.74237179999994-77.8687185699999
021710,ANCASH,RECUAY,TICAPAMPA,516435,Huishcapata,HUISHCAPATA,0,0,,0217100010,,0217100010,IGN,3489,-77.45258577000,-9.74254540000,-9.74254539999993-77.45258577
100321,HUANUCO,DOS DE MAYO,SHUNQUI,535592,Calash,CALASH,0,0,,,,,IGN,3710,-76.81093128000,-9.74248315000,-9.74248314999994-76.81093128
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,516193,Maray / San Antonio de Maray,MARAY / SAN ANTONIO DE MARAY,0,1,GP,1001090008,,1001090008,MED-GPS,3877,-76.39528212000,-9.74243126000,-9.74243125999993-76.3952821199999
101104,HUANUCO,YAROWILCA,APARICIO POMARES,614200,Salgocha,SALGOCHA,0,0,,1011040056,,1011040056,INEI,3810,-76.58377666700,-9.74426166700,-9.74426166699993-76.5837766669999
100321,HUANUCO,DOS DE MAYO,SHUNQUI,511047,Puente Retama,PUENTE RETAMA,0,0,,1003210012,,1003210012,IGN,3110,-76.77923328000,-9.74237340000,-9.74237339999996-76.77923328
100322,HUANUCO,DOS DE MAYO,SILLAPATA,210753,Shiulla,SHIULLA,0,0,,1003220033,,1003220033,IGN,3665,-76.76116727000,-9.76597703000,-9.76597702999993-76.76116727
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,218910,Cashapata,CASHAPATA,0,0,,,,,IGN,3427,-76.32918965000,-9.76594552000,-9.76594551999995-76.32918965
100313,HUANUCO,DOS DE MAYO,PACHAS,237261,Tararhua,TARARHUA,0,0,,,,,IGN,4100,-76.87529714000,-9.76589615000,-9.76589614999995-76.87529714
100802,HUANUCO,PACHITEA,CHAGLLA,547278,Andahuaylas,ANDAHUAYLAS,0,0,,1008020022,,1008020022,IGN,2159,-75.73830964000,-9.76570915000,-9.76570914999996-75.73830964
020201,ANCASH,AIJA,AIJA,626740,Asiac,ASIAC,0,0,,,,,INEI,4394,-77.54671089000,-9.76560740000,-9.76560739999996-77.54671089
020104,ANCASH,HUARAZ,HUANCHAY,234438,Huariap,HUARIAP,0,0,,0201040062,,0201040062,IGN,3222,-77.80482402000,-9.76559615000,-9.76559614999996-77.80482402
100313,HUANUCO,DOS DE MAYO,PACHAS,529086,Shiripatal,SHIRIPATAL,0,0,,,,,IGN,4007,-76.88067577000,-9.76543715000,-9.76543714999997-76.88067577
021710,ANCASH,RECUAY,TICAPAMPA,613516,Cashacancha,CASHACANCHA,0,0,,0217100023,,0217100023,INEI,3687,-77.45399998600,-9.76542997800,-9.76542997799993-77.453999986
101101,HUANUCO,YAROWILCA,CHAVINILLO,535091,Lamadera,LAMADERA,0,0,,1011010003,,1011010003,IGN,4051,-76.54069703000,-9.76535065000,-9.76535064999996-76.54069703
100104,HUANUCO,HUANUCO,CHURUBAMBA,110453,Utao,UTAO,0,1,IPS,1001040037,,1001040037,MED-GPS,2716,-76.21397739000,-9.76526297000,-9.76526296999998-76.21397739
021710,ANCASH,RECUAY,TICAPAMPA,527577,Salinas,SALINAS,0,0,,0217100027,,0217100027,IGN,3676,-77.45294402000,-9.76519577000,-9.76519576999993-77.45294402
101107,HUANUCO,YAROWILCA,PAMPAMARCA,121280,Casacancha,CASACANCHA,0,1,IPS,1011070040,,1011070040,MED-GPS,3698,-76.72981898000,-9.76512877000,-9.76512876999993-76.7298189799999
100313,HUANUCO,DOS DE MAYO,PACHAS,533138,Calash / Callash Matanca,CALASH / CALLASH MATANCA,0,0,,,,,IGN,4104,-76.86760215000,-9.76500902000,-9.76500901999998-76.86760215
021014,ANCASH,HUARI,SAN MARCOS,529660,Ninacocha,NINACOCHA,0,1,G,,,,IGN,4313,-77.06247302000,-9.74943565000,-9.74943564999995-77.06247302
020202,ANCASH,AIJA,CORIS,513765,Almakaka,ALMAKAKA,0,0,,,,,IGN,4128,-77.72933614000,-9.74943290000,-9.74943289999993-77.72933614
100104,HUANUCO,HUANUCO,CHURUBAMBA,557721,Guelgash,GUELGASH,0,1,IPS,1001040029,,1001040029,MED-GPS,3188,-76.21783852000,-9.74933663000,-9.74933662999996-76.21783852
100103,HUANUCO,HUANUCO,CHINCHAO,623444,San Pedro de Shairicancha,SAN PEDRO DE SHAIRICANCHA,0,1,IP,1001030087,,1001030087,MED-GPS,2500,-76.08188212000,-9.74921808000,-9.74921807999993-76.08188212
100322,HUANUCO,DOS DE MAYO,SILLAPATA,524687,Chaliaco,CHALIACO,0,0,,1003220010,,1003220010,IGN,3508,-76.74961065000,-9.74904253000,-9.74904252999994-76.74961065
100322,HUANUCO,DOS DE MAYO,SILLAPATA,543193,Torre Torre,TORRE TORRE,0,0,,1003220009,,1003220009,IGN,3501,-76.75940389000,-9.74900789000,-9.74900788999997-76.75940389
100313,HUANUCO,DOS DE MAYO,PACHAS,539142,Shiripayac,SHIRIPAYAC,0,0,,,,,IGN,4181,-76.90134965000,-9.74900328000,-9.74900327999995-76.90134965
100321,HUANUCO,DOS DE MAYO,SHUNQUI,537911,Buenavista,BUENAVISTA,0,0,,1003210022,,1003210022,IGN,3818,-76.82366840000,-9.74899615000,-9.74899614999993-76.8236684
020104,ANCASH,HUARAZ,HUANCHAY,539437,Cochaparco,COCHAPARCO,0,0,,0201040052,,0201040052,IGN,1303,-77.88652903000,-9.74897240000,-9.74897239999996-77.88652903
020104,ANCASH,HUARAZ,HUANCHAY,546868,Turca,TURCA,0,0,,0201040059,,0201040059,IGN,2742,-77.82423115000,-9.74729990000,-9.74729989999997-77.8242311499999
101106,HUANUCO,YAROWILCA,OBAS,548342,Puyhuancoto,PUYHUANCOTO,0,0,,1011060002,,1011060002,IGN,3829,-76.67610303000,-9.74711640000,-9.74711639999998-76.67610303
100321,HUANUCO,DOS DE MAYO,SHUNQUI,112254,Iscasinan,ISCASINAN,0,0,,,,,IGN,3743,-76.82065665000,-9.74688227000,-9.74688226999996-76.82065665
101106,HUANUCO,YAROWILCA,OBAS,547492,Pata Rambrash,PATA RAMBRASH,0,0,,1011060004,,1011060004,IGN,3208,-76.66077302000,-9.74674903000,-9.74674902999993-76.66077302
021203,ANCASH,HUAYLAS,HUATA,530369,Ampicallan,AMPICALLAN,0,0,,,,,IGN,3148,-77.88326340000,-9.01605840000,-9.01605839999996-77.8832634
021203,ANCASH,HUAYLAS,HUATA,542413,Tranca,TRANCA,0,1,I,0212030024,,0212030024,MED-GPS,2873,-77.87193832000,-9.01751319000,-9.01751318999993-77.87193832
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,230613,Sillarumy,SILLARUMY,0,0,,1004010113,,1004010113,IGN,3405,-76.96557028000,-9.01496552000,-9.01496551999998-76.96557028
021203,ANCASH,HUAYLAS,HUATA,535623,Tunanpuquio,TUNANPUQUIO,0,0,,0212030026,,0212030026,IGN,2963,-77.87564015000,-9.01492940000,-9.01492939999997-77.87564015
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,216137,Racri,RACRI,0,0,,,,,IGN,3833,-77.20113639000,-9.59707053000,-9.59707052999994-77.20113639
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,311035,Nuevo unidos Tahuantinsuyo,NUEVO UNIDOS TAHUANTINSUYO,0,1,PS,,,,IMG_SATELITAL,258,-74.87520000000,-9.59680000000,-9.59679999999997-74.8752
020101,ANCASH,HUARAZ,HUARAZ,618177,Willcacocha,WILLCACOCHA,0,0,,0201010070,,0201010070,INEI,3700,-77.53471731800,-9.59568763700,-9.59568763699997-77.5347173179999
100311,HUANUCO,DOS DE MAYO,MARIAS,536649,Ilauro Corral,ILAURO CORRAL,0,0,,1003110004,,1003110004,IGN,3781,-76.66653165000,-9.59646228000,-9.59646227999997-76.66653165
100501,HUANUCO,HUAMALIES,LLATA,539168,Libron,LIBRON,0,0,,1005010071,,1005010071,IGN,4110,-76.90251965000,-9.59639990000,-9.59639989999994-76.90251965
020101,ANCASH,HUARAZ,HUARAZ,127244,Cachi Pucro,CACHI PUCRO,0,0,,0201010060,,0201010060,IGN,3883,-77.54863464000,-9.59622741000,-9.59622740999993-77.54863464
021014,ANCASH,HUARI,SAN MARCOS,518615,Gage / Gaque,GAGE / GAQUE,0,0,,0210140058,,0210140058,IGN,4443,-77.10848265000,-9.59613315000,-9.59613314999996-77.10848265
020101,ANCASH,HUARAZ,HUARAZ,614214,Chicururi,CHICURURI,0,0,,0201010066,,0201010066,INEI,3459,-77.47288127100,-9.61659826900,-9.61659826899995-77.4728812709999
020101,ANCASH,HUARAZ,HUARAZ,620206,Shuyururi,SHUYURURI,0,0,,0201010069,,0201010069,INEI,3901,-77.54020977600,-9.60238642600,-9.60238642599995-77.540209776
100311,HUANUCO,DOS DE MAYO,MARIAS,619014,Huascacocha,HUASCACOCHA,0,0,,1003110112,,1003110112,INEI,4070,-76.49312466700,-9.63815500000,-9.63815499999993-76.493124667
020101,ANCASH,HUARAZ,HUARAZ,217643,Mina Rure,MINA RURE,0,0,,,,,IGN,3725,-77.54020966000,-9.59564290000,-9.59564289999997-77.54020966
100311,HUANUCO,DOS DE MAYO,MARIAS,114679,Patay Rondos / Sicsipata,PATAY RONDOS / SICSIPATA,0,1,IPS,1003110099,,1003110099,IMG_SATELITAL,2919,-76.37861142000,-9.56302440000,-9.56302439999996-76.37861142
100501,HUANUCO,HUAMALIES,LLATA,131350,Cashash,CASHASH,0,1,GP,1005010083,,1005010083,MED-GPS,3771,-76.80384064000,-9.59544982000,-9.59544981999994-76.80384064
100501,HUANUCO,HUAMALIES,LLATA,131371,Huacaran,HUACARAN,0,1,G,1005010085,,1005010085,IGN,3878,-76.78407702000,-9.59513653000,-9.59513652999993-76.78407702
100311,HUANUCO,DOS DE MAYO,MARIAS,239371,Matamata,MATAMATA,0,0,,1003110054,,1003110054,IGN,4136,-76.57765678000,-9.59504665000,-9.59504664999997-76.57765678
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,523575,Castillo de Chavin,CASTILLO DE CHAVIN,0,1,I,,,,IGN,3352,-77.18258914000,-9.59478903000,-9.59478902999996-77.1825891399999
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,220894,Tranca Ruri,TRANCA RURI,0,0,,,,,IGN,3643,-77.20661015000,-9.59155390000,-9.59155389999995-77.20661015
020111,ANCASH,HUARAZ,PIRA,218650,Hacienda Rahuar,HACIENDA RAHUAR,0,0,,0201110038,,0201110038,IGN,3609,-77.73327678000,-9.59151728000,-9.59151727999995-77.73327678
100501,HUANUCO,HUAMALIES,LLATA,112882,Calhuana,CALHUANA,0,0,,1005010103,,1005010103,IGN,3709,-76.88097003000,-9.59145566000,-9.59145565999995-76.88097003
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,611504,Pampa Hermosa,PAMPA HERMOSA,0,1,GP,1009050016,,1009050016,MED-GPS,291,-75.01143538000,-9.59143071000,-9.59143070999994-75.01143538
020101,ANCASH,HUARAZ,HUARAZ,510498,Tuma,TUMA,0,0,,0201010054,,0201010054,IGN,3152,-77.52176977000,-9.59114352000,-9.59114351999995-77.5217697699999
020107,ANCASH,HUARAZ,LA LIBERTAD,541166,Shracancha,SHRACANCHA,0,0,,,,,IGN,2872,-77.76863015000,-9.59098253000,-9.59098252999996-77.76863015
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,130487,Yanayaquillo,YANAYAQUILLO,0,1,IP,1009050013,,1009050013,MED-GPS,207,-74.96351492000,-9.59096589000,-9.59096588999995-74.96351492
100311,HUANUCO,DOS DE MAYO,MARIAS,617451,Santa Rosa,SANTA ROSA,0,0,,1003110103,,1003110103,INEI,3278,-76.39866000000,-9.57569433300,-9.57569433299994-76.39866
020101,ANCASH,HUARAZ,HUARAZ,512005,Ancush,ANCUSH,0,0,,0201010058,,0201010058,IGN,3354,-77.51085002000,-9.59065540000,-9.59065539999995-77.51085002
100316,HUANUCO,DOS DE MAYO,QUIVILLA,548816,Guenay,GUENAY,0,0,,1003160032,,1003160032,IGN,3124,-76.72654878000,-9.59063690000,-9.59063689999994-76.72654878
100311,HUANUCO,DOS DE MAYO,MARIAS,616609,Paltay Niyoj,PALTAY NIYOJ,0,0,,1003110136,,1003110136,INEI,2881,-76.37766998600,-9.59116997700,-9.59116997699994-76.3776699859999
100501,HUANUCO,HUAMALIES,LLATA,616247,Saupa,SAUPA,0,0,,1005010097,,1005010097,INEI,3492,-76.82311500000,-9.57347000000,-9.57346999999993-76.823115
020103,ANCASH,HUARAZ,COLCABAMBA,238335,Huaca Vieja,HUACA VIEJA,0,0,,,,,IGN,3009,-77.80249802000,-9.59036478000,-9.59036477999996-77.80249802
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,514860,Shongo,SHONGO,0,0,,0210040025,,0210040025,IGN,3899,-77.24196153000,-9.59034128000,-9.59034127999996-77.24196153
100802,HUANUCO,PACHITEA,CHAGLLA,612393,Nuevo Progreso,NUEVO PROGRESO,0,1,IP,1008020124,,1008020124,MED-GPS,1174,-75.87750974000,-9.59005290000,-9.59005289999993-75.8775097399999
020702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,122959,Despensa,DESPENSA,0,1,IP,0207020029,,0207020029,IMG_SATELITAL,3596,-77.13727196000,-9.00627501000,-9.00627500999997-77.13727196
021203,ANCASH,HUAYLAS,HUATA,245358,Parcap,PARCAP,0,1,G,0212030017,,0212030017,MED-GPS,3068,-77.88049288000,-9.01551561000,-9.01551560999997-77.88049288
021203,ANCASH,HUAYLAS,HUATA,519015,Puchipuquio,PUCHIPUQUIO,0,0,,0212030019,,0212030019,IGN,3200,-77.88595677000,-9.01541702000,-9.01541701999997-77.88595677
022008,ANCASH,YUNGAY,YANAMA,538757,Pukakaka,PUKAKAKA,0,0,,,,,IGN,3523,-77.49860276000,-9.01533327000,-9.01533326999993-77.49860276
021203,ANCASH,HUAYLAS,HUATA,533344,Huerco,HUERCO,0,0,,0212030020,,0212030020,IGN,2806,-77.86836127000,-9.01533028000,-9.01533027999994-77.86836127
021802,ANCASH,SANTA,CACERES DEL PERU,220778,Huaca Grande,HUACA GRANDE,0,0,,,,,IGN,1197,-78.13164077000,-9.01528978000,-9.01528977999993-78.13164077
100504,HUANUCO,HUAMALIES,JACAS GRANDE,534830,Pushan,PUSHAN,0,0,,1005040152,1005040054,1005040152,IGN,3258,-76.74608077000,-9.55052015000,-9.55052014999995-76.7460807699999
021014,ANCASH,HUARI,SAN MARCOS,511244,Llaquir,LLAQUIR,0,0,,0210140039,,0210140039,IGN,4061,-77.08487402000,-9.55043828000,-9.55043827999998-77.08487402
020105,ANCASH,HUARAZ,INDEPENDENCIA,211224,Jurnuyoc,JURNUYOC,0,0,,,,,IGN,3711,-77.56975364000,-9.49466502000,-9.49466501999996-77.56975364
020804,ANCASH,CASMA,YAUTAN,526096,El Milagro,EL MILAGRO,0,0,,0208040014,,0208040014,IGN,963,-77.99207153000,-9.49461539000,-9.49461538999998-77.99207153
021014,ANCASH,HUARI,SAN MARCOS,540193,Acorma,ACORMA,0,0,,,,,IGN,3044,-77.14677614000,-9.49461290000,-9.49461289999994-77.14677614
100506,HUANUCO,HUAMALIES,MIRAFLORES,126795,Miraflores,MIRAFLORES,3,1,IPS,1005060001,,1005060001,MED-GPS,3669,-76.81859052000,-9.49432258000,-9.49432257999996-76.81859052
020105,ANCASH,HUARAZ,INDEPENDENCIA,618175,Caururo,CAURURO,0,1,G,0201050035,,0201050035,INEI,3168,-77.52473711400,-9.49039231700,-9.49039231699993-77.5247371139999
100506,HUANUCO,HUAMALIES,MIRAFLORES,529259,Huamanhuachas,HUAMANHUACHAS,0,0,,1005060052,,1005060052,IGN,3625,-76.81051376000,-9.49342815000,-9.49342814999994-76.8105137599999
100509,HUANUCO,HUAMALIES,PU?ÊOS,511145,Pampa Chaca,PAMPA CHACA,0,0,,1005090027,,1005090027,IGN,3664,-76.86576765000,-9.49320452000,-9.49320451999995-76.86576765
100506,HUANUCO,HUAMALIES,MIRAFLORES,528039,Parigaga,PARIGAGA,0,0,,,,,IGN,3548,-76.80376664000,-9.49300402000,-9.49300401999994-76.8037666399999
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,622651,Jamacuna Rumi,JAMACUNA RUMI,0,0,,1005030092,,1005030092,INEI,3183,-76.77608998600,-9.49352997700,-9.49352997699998-76.776089986
100509,HUANUCO,HUAMALIES,PU?ÊOS,517802,Pacogaga,PACOGAGA,0,0,,1005090031,,1005090031,IGN,3999,-76.91317653000,-9.49285615000,-9.49285614999997-76.91317653
020204,ANCASH,AIJA,LA MERCED,110711,Ullucuran,ULLUCURAN,0,1,IP,0202040024,,0202040024,MED-GPS,3799,-77.65164985000,-9.73751296000,-9.73751295999995-77.65164985
021701,ANCASH,RECUAY,RECUAY,226861,Lincuna,LINCUNA,0,0,,,,,IGN,4221,-77.49613565000,-9.73429402000,-9.73429401999994-77.49613565
100322,HUANUCO,DOS DE MAYO,SILLAPATA,625512,Choras,CHORAS,0,0,,1003220004,,1003220004,INEI,3167,-76.76168998600,-9.73340997800,-9.73340997799994-76.761689986
100313,HUANUCO,DOS DE MAYO,PACHAS,626961,Cajon Puquio,CAJON PUQUIO,0,0,,1003130112,,1003130112,INEI,4229,-76.87366166700,-9.73325166700,-9.73325166699993-76.873661667
020104,ANCASH,HUARAZ,HUANCHAY,115339,Colcap,COLCAP,0,1,IPS,0201040032,,0201040032,MED-GPS,1506,-77.87125898000,-9.73648016000,-9.73648015999993-77.8712589799999
100104,HUANUCO,HUANUCO,CHURUBAMBA,518856,San Miguel de Huayllacan,SAN MIGUEL DE HUAYLLACAN,0,1,IP,1001040024,,1001040024,MED-GPS,3350,-76.26499875000,-9.73411894000,-9.73411893999997-76.26499875
100313,HUANUCO,DOS DE MAYO,PACHAS,124795,Salvia Punta,SALVIA PUNTA,0,0,,,,,IGN,3906,-76.90155028000,-9.73410153000,-9.73410152999998-76.90155028
100104,HUANUCO,HUANUCO,CHURUBAMBA,625209,Condorpata,CONDORPATA,0,1,GP,1001040018,,1001040018,MED-GPS,3464,-76.25646416000,-9.73383033000,-9.73383032999993-76.25646416
100313,HUANUCO,DOS DE MAYO,PACHAS,518467,Liriopata,LIRIOPATA,0,0,,1003130120,,1003130120,IGN,3761,-76.83538165000,-9.73355690000,-9.73355689999994-76.83538165
020104,ANCASH,HUARAZ,HUANCHAY,510336,Chihuirume,CHIHUIRUME,0,0,,0201040031,,0201040031,IGN,1685,-77.85970378000,-9.73338090000,-9.73338089999993-77.85970378
100323,HUANUCO,DOS DE MAYO,YANAS,545457,Chiuche,CHIUCHE,0,0,,1003230033,,1003230033,IGN,3489,-76.74856002000,-9.73231615000,-9.73231614999997-76.74856002
020204,ANCASH,AIJA,LA MERCED,110119,Shuro,SHURO,0,0,,0202040042,,0202040042,IGN,3458,-77.61980878000,-9.73226565000,-9.73226564999993-77.61980878
021701,ANCASH,RECUAY,RECUAY,239209,Uchipampa,UCHIPAMPA,0,0,,,,,IGN,3425,-77.45012102000,-9.73220002000,-9.73220001999994-77.45012102
021701,ANCASH,RECUAY,RECUAY,215057,Cutacancha,CUTACANCHA,0,0,,0217100006,,0217100006,IGN,3751,-77.40907340000,-9.73201202000,-9.73201201999996-77.4090734
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,227635,Runatucoc,RUNATUCOC,0,0,,,,,IGN,3649,-76.33893552000,-9.73187216000,-9.73187215999997-76.33893552
021702,ANCASH,RECUAY,CATAC,238833,Shahuanga,SHAHUANGA,0,0,,,,,IGN,4244,-77.25880477000,-9.73181715000,-9.73181714999993-77.25880477
021701,ANCASH,RECUAY,RECUAY,522836,Cotucancha,COTUCANCHA,0,0,,0217010069,,0217010069,IGN,3571,-77.46220501000,-9.73171065000,-9.73171064999997-77.4622050099999
020104,ANCASH,HUARAZ,HUANCHAY,544598,Huanhuas,HUANHUAS,0,0,,0201040036,,0201040036,IGN,1851,-77.84768289000,-9.73165691000,-9.73165690999997-77.84768289
